X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;D1;D2
6;104;1;0;0;10;10;10;8;0;312;4.5;255.7;3
1;121;1;1;5;10;10;12;1;0;224;11.0;775.4;3
5;170;1;1;5;10;10;13;1;0;187;60.0;187.4;3
3;143;1;2;5;5;5;12;1;0;273;140.0;654.3;3
5;117;1;1;5;10;7;10;1;1;77;65.0;456.1;3
5;138;1;1;4;10;5;12;7;0;302;80.0;294.8;3
6;139;11;3;4;15;5;12;12;0;112;40.0;180.6;3
1;98;1;3;5;10;5;10;2;1;271;16.0;30.9;2
5;130;1;4;4;5;5;12;12;1;450;23.0;321.8;3
3;169;0;4;4;10;7;12;2;0;314;180.0;1017.0;3
3;135;1;4;4;10;8;15;3;0;275;40.0;216.6;3
5;151;1;3;5;10;5;13;5;0;272;90.0;291.5;3
6;147;1;3;5;10;7;10;3;0;232;31.5;92.2;3
5;122;1;4;5;10;0;10;5;0;290;25.0;171.6;3
3;114;1;4;4;5;10;8;2;0;374;19.0;64.5;3
5;110;5;3;4;10;10;13;1;0;190;115.0;19.6;0
5;142;2;2;5;10;5;13;2;0;410;130.0;797.5;3
5;97;2;1;4;5;5;8;3;1;324;35.0;24.2;0
6;119;1;0;0;20;12;20;1;1;174;110.0;785.9;3
5;130;1;3;4;25;5;13;1;0;258;180.0;854.0;3
5;158;1;1;5;15;10;15;3;0;213;25.0;76.2;3
2;107;1;4;4;5;0;8;15;1;292;150.0;644.1;3
5;178;1;0;0;15;5;12;12;0;197;72.0;213.2;3
3;149;2;4;3;10;8;5;2;1;551;12.0;65.9;3
6;113;2;2;5;10;10;15;1;0;249;34.0;226.9;3
6;113;1;4;5;5;5;12;3;0;320;6.0;7.0;1
3;133;1;4;4;5;5;12;1;1;449;200.0;1056.1;3
5;122;1;4;4;10;5;10;3;0;264;15.0;356.3;3
6;114;1;1;6;10;10;12;5;0;298;1.3;28.6;3
4;117;1;3;5;15;5;12;1;0;422;28.0;41.7;1
0;140;1;3;3;5;5;13;1;0;426;25.0;23.3;0
6;130;1;4;4;10;7;13;12;0;349;28.0;133.4;3
5;126;5;0;0;10;8;15;1;0;470;93.0;263.9;3
3;116;1;3;3;10;8;10;2;1;262;19.0;383.3;3
3;146;2;3;4;10;5;13;2;0;352;150.0;977.1;3
6;132;0;4;5;5;5;12;3;0;285;4.0;41.9;3
0;108;0;4;4;25;15;12;4;0;278;14.0;90.3;3
3;179;0;4;3;10;5;10;1;0;412;94.0;947.9;3
5;202;1;3;4;10;8;13;5;0;175;13.0;47.9;3
3;126;1;1;3;10;5;12;1;0;341;140.0;585.8;3
5;124;1;2;5;15;5;10;2;0;368;7.0;471.4;3
6;117;2;3;5;15;5;10;8;1;366;11.0;106.3;3
3;130;2;2;3;10;5;13;2;1;367;125.0;1342.4;3
5;106;1;4;4;5;5;8;5;0;334;6.0;23.3;3
5;126;1;1;5;5;15;13;3;0;299;10.0;225.9;3
5;106;2;2;4;15;15;15;1;0;236;100.0;527.0;3
3;143;1;1;5;10;8;15;1;0;351;220.0;1518.8;3
6;156;1;4;4;10;7;15;1;0;399;135.0;533.0;3
0;128;1;1;4;5;5;10;5;0;1680;15.0;34.6;3
5;102;1;4;4;10;10;8;4;0;474;6.9;8.0;1
6;146;2;3;2;10;8;8;3;0;376;19.0;47.3;3
5;108;1;0;0;5;7;10;3;0;353;20.0;74.0;3
6;155;1;2;5;15;15;12;3;0;407;15.0;43.1;3
0;122;1;1;3;5;5;10;2;0;433;60.0;47.4;0
1;88;1;3;5;5;0;8;15;1;430;45.0;1063.6;3
5;108;1;4;5;10;5;13;3;0;443;13.0;329.4;3
6;102;1;3;5;5;25;12;1;1;504;12.0;37.9;3
6;137;1;1;4;10;7;12;1;0;318;97.0;619.2;3
5;133;1;3;3;5;5;8;3;0;413;3.0;109.1;3
3;120;1;3;4;10;8;12;12;1;360;40.0;224.9;3
0;114;2;4;4;5;5;17;12;0;496;14.0;233.6;3
0;209;1;4;3;10;5;13;12;0;419;159.0;1.0;0
5;137;1;3;5;10;8;10;1;1;463;102.0;520.9;3
6;120;6;3;5;5;5;5;1;1;458;3.0;15.2;3
6;113;1;3;5;5;8;10;4;0;544;20.0;170.8;3
5;116;1;3;5;10;5;12;3;1;601;47.0;203.4;3
5;137;2;4;4;10;7;8;1;0;521;18.5;131.1;3
6;158;1;4;4;10;5;13;5;0;448;90.0;232.6;3
0;113;1;4;4;5;5;8;3;1;955;20.0;306.2;3
3;141;1;4;5;15;5;13;12;0;485;52.0;352.1;3
0;118;1;2;4;5;5;8;4;0;884;5.0;23.1;3
3;138;1;4;4;10;7;10;1;1;535;245.0;2069.5;3
3;147;1;0;0;5;0;10;1;1;517;250.0;1153.3;3
0;103;1;3;4;5;5;13;3;0;503;13.0;33.4;3
5;153;2;2;3;10;5;13;1;0;465;250.0;934.5;3
6;117;1;3;5;10;0;10;4;1;408;15.0;47.0;3
0;127;2;3;5;10;7;10;2;0;547;70.0;137.5;2
3;144;2;3;4;5;5;12;1;1;530;150.0;616.5;3
5;113;1;3;3;15;10;10;7;1;287;9.0;40.0;3
3;125;0;3;5;10;10;8;15;0;480;19.0;355.7;3
6;168;1;4;4;15;15;12;5;0;507;44.0;156.5;3
5;107;2;3;5;10;7;10;1;1;607;6.4;78.4;3
2;102;1;3;1;5;5;8;3;0;712;0.9;4.5;3
5;144;1;0;3;15;5;12;1;0;572;92.0;173.0;2
6;170;1;1;5;10;7;12;5;1;276;25.0;65.9;3
1;95;1;3;5;5;0;8;15;1;688;69.0;543.2;3
3;88;1;2;3;5;0;6;4;0;650;3.5;83.5;3
3;136;1;1;4;5;0;10;1;0;707;170.0;714.4;3
5;123;1;3;4;5;5;12;3;1;525;29.0;118.2;3
5;134;1;1;5;10;5;12;3;0;603;14.0;178.1;3
5;136;1;1;4;10;7;12;1;1;573;200.0;863.8;3
6;178;1;1;4;10;8;12;5;1;488;52.0;116.1;3
5;229;0;2;5;5;5;12;5;0;421;30.0;5.5;0
6;100;1;3;5;10;5;10;1;0;512;15.0;77.2;3
5;104;2;3;5;10;10;15;4;1;494;6.0;83.6;3
6;136;2;4;7;10;8;7;5;0;473;2.2;27.0;3
3;115;1;4;5;5;5;12;15;1;605;92.0;631.6;3
2;108;1;1;4;5;0;8;15;1;453;150.0;1024.1;3
6;93;2;1;5;10;5;12;3;1;630;1.5;16.8;3
3;131;1;2;4;10;5;12;1;0;340;160.0;352.6;3
0;95;2;4;3;10;7;8;4;0;466;1.8;9.5;3
3;161;0;4;4;10;7;12;2;1;689;225.0;959.0;3
5;128;1;4;4;10;10;12;4;0;522;30.0;448.9;3
0;115;0;4;4;5;5;8;3;0;598;3.8;15.8;3
3;105;1;4;4;5;0;7;15;0;445;175.0;807.8;3
3;140;1;0;0;10;7;13;1;1;618;113.0;868.4;3
0;108;2;4;3;10;10;13;3;0;538;15.0;36.9;3
0;123;2;3;4;5;5;12;4;0;585;12.0;87.1;3
1;131;1;1;5;5;8;12;1;1;666;32.5;475.1;3
6;119;1;3;5;10;10;12;5;0;586;13.0;13.1;1
0;119;1;4;5;10;10;12;1;1;369;39.0;40.4;1
0;129;1;1;5;5;5;12;12;0;715;29.0;309.2;3
5;150;5;4;5;10;5;8;12;1;486;35.0;120.1;3
0;148;1;4;3;15;10;10;2;1;520;15.0;56.7;3
0;101;1;4;5;5;0;11;4;0;306;8.0;101.1;3
5;107;1;4;3;5;5;10;1;1;593;15.0;98.3;3
2;100;1;4;5;5;0;7;15;1;696;39.0;121.0;3
0;147;1;2;4;5;5;13;1;1;680;178.0;791.7;3
0;147;1;3;4;5;5;8;12;0;791;28.0;201.6;3
3;161;0;4;5;5;5;12;2;1;516;1.2;25.3;3
5;135;2;4;5;5;5;10;4;0;642;40.0;245.2;3
5;98;1;3;5;10;0;10;5;1;207;7.0;60.6;3
1;103;1;3;5;5;5;12;4;0;557;60.0;264.1;3
5;134;1;4;5;5;5;10;12;0;456;20.0;187.7;3
6;180;5;3;3;5;5;12;3;1;493;4.0;19.5;3
5;97;1;2;5;10;10;10;4;0;631;1.0;51.5;3
1;124;1;1;5;5;7;12;1;0;651;18.0;538.4;3
0;133;1;4;5;5;7;13;12;0;747;50.0;110.2;3
0;129;1;1;5;10;5;12;5;0;820;45.0;186.0;3
6;99;1;3;5;15;10;10;5;0;608;1.2;2.9;3
3;113;1;0;0;5;5;13;1;0;649;178.0;370.5;3
1;115;1;4;5;15;7;10;1;0;337;18.0;389.9;3
5;126;1;4;5;10;10;15;3;0;332;23.0;48.5;3
5;139;1;4;5;15;10;5;1;0;794;40.0;120.7;3
6;116;2;3;5;10;7;12;3;0;614;30.0;46.4;2
5;130;12;0;0;5;0;5;5;0;597;3.3;30.7;3
0;121;1;0;0;10;7;10;4;0;461;2.9;0.2;0
6;122;1;1;4;5;5;10;8;1;648;11.0;441.3;3
3;166;1;4;5;10;5;15;3;0;759;150.0;335.8;3
2;128;1;4;5;5;5;10;4;0;710;16.4;235.9;3
3;127;1;4;4;5;5;10;12;0;423;25.0;236.0;3
6;109;1;2;5;10;5;10;8;0;817;15.0;19.6;1
0;89;1;2;5;10;10;12;4;0;749;10.0;10.8;1
4;118;0;4;5;10;10;7;3;0;722;19.0;83.9;3
5;132;1;2;3;5;7;12;1;0;679;28.0;141.6;3
5;144;1;3;4;15;8;13;2;0;685;108.0;630.2;3
6;147;5;4;5;10;10;15;3;0;611;15.0;20.3;1
6;115;2;4;4;10;10;10;4;0;610;15.0;160.3;3
4;122;1;3;5;10;5;12;1;0;984;55.0;70.0;1
4;94;0;3;4;10;10;12;4;0;667;17.0;151.7;3
6;145;6;3;4;5;5;5;3;0;562;10000.0;37.8;0
3;103;1;4;5;5;10;8;4;0;738;18.0;476.7;3
1;127;1;1;4;5;5;13;12;0;686;35.0;124.9;3
3;94;1;2;4;15;10;10;4;0;705;16.0;68.3;3
5;111;1;3;4;15;12;10;1;0;591;30.0;180.9;3
0;110;2;1;4;5;5;8;1;0;2668;3.0;51.2;3
0;138;1;3;5;5;5;10;5;0;629;35.0;126.2;3
0;156;10;1;5;5;5;7;12;0;627;13.5;92.2;3
2;181;1;4;5;15;5;12;2;0;819;22.0;424.2;3
1;111;1;2;4;5;0;7;15;0;570;150.0;623.7;3
5;157;1;0;0;10;5;13;5;0;179;65.0;84.8;1
0;123;2;4;5;10;5;12;3;1;469;30.0;131.0;3
5;122;1;1;4;10;8;15;4;0;821;21.0;236.4;3
5;152;1;3;4;10;5;15;1;0;662;97.6;225.5;3
3;127;1;0;0;10;5;12;1;0;575;150.0;385.7;3
5;143;2;3;4;10;5;13;1;0;745;200.0;1108.6;3
1;116;0;1;5;5;5;5;4;0;536;20.0;230.1;3
2;100;1;4;4;5;0;8;15;0;815;260.0;592.5;3
5;119;1;1;5;5;5;10;3;1;622;20.0;23.9;1
0;136;1;3;5;15;8;15;3;0;499;36.0;436.2;3
5;109;1;2;3;10;5;8;8;0;703;0.8;32.0;3
5;121;2;2;4;10;10;10;1;1;850;8.0;80.7;3
5;183;1;1;4;5;5;12;3;0;766;15.0;49.1;3
0;130;1;4;5;15;5;12;3;0;748;14.4;159.2;3
3;107;1;3;5;10;10;13;3;1;400;40.0;672.8;3
3;135;1;1;5;15;5;12;12;0;671;58.0;316.8;3
1;115;1;1;3;15;5;10;2;0;723;10.5;792.9;3
2;95;1;2;4;5;0;7;15;0;777;175.0;858.8;3
0;146;1;3;3;5;5;12;3;0;646;25.0;216.6;3
3;116;1;4;5;10;5;13;5;0;472;85.0;450.7;3
4;110;1;4;4;10;0;11;3;0;684;38.0;252.3;3
6;117;1;3;5;5;5;12;5;0;619;8.5;47.4;3
3;132;1;0;0;5;7;12;1;0;795;200.0;746.0;3
3;119;0;3;5;10;8;5;15;0;757;24.0;236.3;3
4;117;2;1;4;10;7;17;1;0;416;30.0;96.2;3
3;122;5;3;5;10;8;7;4;0;871;10.0;174.1;3
2;81;1;3;5;5;5;10;15;0;716;30.0;394.4;3
5;124;1;2;3;10;0;10;5;1;904;40.0;158.7;3
4;112;5;3;5;5;0;6;12;0;772;9.5;426.6;3
6;129;1;4;5;5;5;13;12;0;830;20.0;98.7;3
0;160;1;3;3;5;5;10;12;0;867;18.0;52.1;3
1;100;1;4;6;5;5;7;19;0;836;3.0;0.6;0
3;103;1;4;5;10;10;10;4;1;767;6.0;70.7;3
5;132;1;1;5;5;8;12;1;0;476;54.0;132.5;3
0;113;1;4;5;5;5;12;12;0;954;30.0;136.8;3
0;117;1;3;5;10;5;12;5;0;1001;80.0;181.0;3
0;143;1;4;5;5;5;13;2;0;948;100.0;171.7;2
0;89;0;0;0;5;5;5;15;0;962;3.7;0.5;0
3;106;0;3;3;5;5;5;15;0;806;370.0;358.2;0
6;91;1;4;2;10;8;7;8;0;1006;0.3;47.2;3
5;162;1;1;5;10;8;12;5;1;571;54.0;136.9;3
3;105;1;1;6;5;5;8;3;0;2595;8.0;106.3;3
1;107;2;3;5;10;0;10;2;0;941;26.0;71.9;3
3;87;1;3;5;15;8;10;15;0;849;40.0;46.5;1
3;143;1;4;5;10;5;10;2;0;990;90.0;429.6;3
1;172;1;4;1;5;5;10;12;0;781;8.2;159.4;3
5;113;1;0;0;5;0;8;3;1;737;13.0;96.8;3
0;118;0;4;4;5;5;10;3;1;881;13.0;35.4;3
6;188;1;1;5;15;15;10;3;0;1045;37.0;48.5;1
0;110;1;1;5;15;12;10;4;1;936;21.0;71.4;3
0;129;1;4;5;10;5;12;3;1;800;50.0;109.4;3
6;102;1;4;5;10;5;8;1;0;1052;13.0;53.4;3
0;90;1;4;5;5;0;7;15;1;1130;28.0;504.1;3
5;90;5;3;4;5;8;12;1;1;617;25.0;226.8;3
1;96;1;2;4;5;0;7;15;0;923;175.0;735.1;3
0;154;1;4;5;5;5;12;1;0;991;140.0;454.6;3
2;90;1;2;4;5;0;8;15;0;569;60.0;488.4;3
5;133;1;1;4;10;5;12;3;0;1177;25.0;354.8;3
5;107;1;1;5;10;8;8;3;1;1143;20.0;61.3;3
5;120;1;1;5;5;15;10;3;0;841;1.0;117.3;3
1;100;1;4;5;5;0;6;15;1;818;94.0;940.4;3
1;102;1;2;2;5;0;6;2;1;814;2.8;25.6;3
0;137;2;4;5;5;5;12;3;1;1013;18.6;0.3;0
5;86;0;3;6;18;0;15;4;0;782;1.6;7.3;3
0;218;2;4;4;5;5;10;2;0;1203;15.0;45.7;3
1;88;1;4;5;5;0;8;15;1;1312;90.0;304.3;3
6;99;1;3;5;15;10;10;5;0;608;1.2;2.9;3
3;113;1;0;0;5;5;13;1;0;649;178.0;370.5;3
1;115;1;4;5;15;7;10;1;0;337;18.0;389.9;3
5;126;1;4;5;10;10;15;3;0;332;23.0;48.5;3
5;139;1;4;5;15;10;5;1;0;794;40.0;120.7;3
6;116;2;3;5;10;7;12;3;0;614;30.0;46.4;2
5;130;12;0;0;5;0;5;5;0;597;3.3;30.7;3
0;121;1;0;0;10;7;10;4;0;461;2.9;0.2;0
6;122;1;1;4;5;5;10;8;1;648;11.0;441.3;3
3;166;1;4;5;10;5;15;3;0;759;150.0;335.8;3
2;128;1;4;5;5;5;10;4;0;710;16.4;235.9;3
3;127;1;4;4;5;5;10;12;0;423;25.0;236.0;3
6;109;1;2;5;10;5;10;8;0;817;15.0;19.6;1
0;89;1;2;5;10;10;12;4;0;749;10.0;10.8;1
4;118;0;4;5;10;10;7;3;0;722;19.0;83.9;3
5;132;1;2;3;5;7;12;1;0;679;28.0;141.6;3
5;144;1;3;4;15;8;13;2;0;685;108.0;630.2;3
6;147;5;4;5;10;10;15;3;0;611;15.0;20.3;1
6;115;2;4;4;10;10;10;4;0;610;15.0;160.3;3
4;122;1;3;5;10;5;12;1;0;984;55.0;70.0;1
4;94;0;3;4;10;10;12;4;0;667;17.0;151.7;3
6;145;6;3;4;5;5;5;3;0;562;10000.0;37.8;0
3;103;1;4;5;5;10;8;4;0;738;18.0;476.7;3
1;127;1;1;4;5;5;13;12;0;686;35.0;124.9;3
3;94;1;2;4;15;10;10;4;0;705;16.0;68.3;3
5;111;1;3;4;15;12;10;1;0;591;30.0;180.9;3
0;110;2;1;4;5;5;8;1;0;2668;3.0;51.2;3
0;138;1;3;5;5;5;10;5;0;629;35.0;126.2;3
0;156;10;1;5;5;5;7;12;0;627;13.5;92.2;3
2;181;1;4;5;15;5;12;2;0;819;22.0;424.2;3
1;111;1;2;4;5;0;7;15;0;570;150.0;623.7;3
5;157;1;0;0;10;5;13;5;0;179;65.0;84.8;1
0;123;2;4;5;10;5;12;3;1;469;30.0;131.0;3
5;122;1;1;4;10;8;15;4;0;821;21.0;236.4;3
5;152;1;3;4;10;5;15;1;0;662;97.6;225.5;3
3;127;1;0;0;10;5;12;1;0;575;150.0;385.7;3
5;143;2;3;4;10;5;13;1;0;745;200.0;1108.6;3
1;116;0;1;5;5;5;5;4;0;536;20.0;230.1;3
2;100;1;4;4;5;0;8;15;0;815;260.0;592.5;3
5;119;1;1;5;5;5;10;3;1;622;20.0;23.9;1
0;136;1;3;5;15;8;15;3;0;499;36.0;436.2;3
5;109;1;2;3;10;5;8;8;0;703;0.8;32.0;3
5;121;2;2;4;10;10;10;1;1;850;8.0;80.7;3
5;183;1;1;4;5;5;12;3;0;766;15.0;49.1;3
0;130;1;4;5;15;5;12;3;0;748;14.4;159.2;3
3;107;1;3;5;10;10;13;3;1;400;40.0;672.8;3
3;135;1;1;5;15;5;12;12;0;671;58.0;316.8;3
1;115;1;1;3;15;5;10;2;0;723;10.5;792.9;3
2;95;1;2;4;5;0;7;15;0;777;175.0;858.8;3
0;146;1;3;3;5;5;12;3;0;646;25.0;216.6;3
3;116;1;4;5;10;5;13;5;0;472;85.0;450.7;3
4;110;1;4;4;10;0;11;3;0;684;38.0;252.3;3
6;117;1;3;5;5;5;12;5;0;619;8.5;47.4;3
3;132;1;0;0;5;7;12;1;0;795;200.0;746.0;3
3;119;0;3;5;10;8;5;15;0;757;24.0;236.3;3
4;117;2;1;4;10;7;17;1;0;416;30.0;96.2;3
3;122;5;3;5;10;8;7;4;0;871;10.0;174.1;3
2;81;1;3;5;5;5;10;15;0;716;30.0;394.4;3
5;124;1;2;3;10;0;10;5;1;904;40.0;158.7;3
4;112;5;3;5;5;0;6;12;0;772;9.5;426.6;3
6;129;1;4;5;5;5;13;12;0;830;20.0;98.7;3
0;160;1;3;3;5;5;10;12;0;867;18.0;52.1;3
1;100;1;4;6;5;5;7;19;0;836;3.0;0.6;0
3;103;1;4;5;10;10;10;4;1;767;6.0;70.7;3
5;132;1;1;5;5;8;12;1;0;476;54.0;132.5;3
0;113;1;4;5;5;5;12;12;0;954;30.0;136.8;3
0;117;1;3;5;10;5;12;5;0;1001;80.0;181.0;3
0;143;1;4;5;5;5;13;2;0;948;100.0;171.7;2
0;89;0;0;0;5;5;5;15;0;962;3.7;0.5;0
3;106;0;3;3;5;5;5;15;0;806;370.0;358.2;0
6;91;1;4;2;10;8;7;8;0;1006;0.3;47.2;3
5;162;1;1;5;10;8;12;5;1;571;54.0;136.9;3
3;105;1;1;6;5;5;8;3;0;2595;8.0;106.3;3
1;107;2;3;5;10;0;10;2;0;941;26.0;71.9;3
3;87;1;3;5;15;8;10;15;0;849;40.0;46.5;1
3;143;1;4;5;10;5;10;2;0;990;90.0;429.6;3
1;172;1;4;1;5;5;10;12;0;781;8.2;159.4;3
5;113;1;0;0;5;0;8;3;1;737;13.0;96.8;3
0;118;0;4;4;5;5;10;3;1;881;13.0;35.4;3
6;188;1;1;5;15;15;10;3;0;1045;37.0;48.5;1
0;110;1;1;5;15;12;10;4;1;936;21.0;71.4;3
0;129;1;4;5;10;5;12;3;1;800;50.0;109.4;3
6;102;1;4;5;10;5;8;1;0;1052;13.0;53.4;3
0;90;1;4;5;5;0;7;15;1;1130;28.0;504.1;3
5;90;5;3;4;5;8;12;1;1;617;25.0;226.8;3
1;96;1;2;4;5;0;7;15;0;923;175.0;735.1;3
0;154;1;4;5;5;5;12;1;0;991;140.0;454.6;3
2;90;1;2;4;5;0;8;15;0;569;60.0;488.4;3
5;133;1;1;4;10;5;12;3;0;1177;25.0;354.8;3
5;107;1;1;5;10;8;8;3;1;1143;20.0;61.3;3
5;120;1;1;5;5;15;10;3;0;841;1.0;117.3;3
1;100;1;4;5;5;0;6;15;1;818;94.0;940.4;3
1;102;1;2;2;5;0;6;2;1;814;2.8;25.6;3
0;137;2;4;5;5;5;12;3;1;1013;18.6;0.3;0
5;86;0;3;6;18;0;15;4;0;782;1.6;7.3;3
0;218;2;4;4;5;5;10;2;0;1203;15.0;45.7;3
1;88;1;4;5;5;0;8;15;1;1312;90.0;304.3;3
0;154;1;3;3;15;5;8;3;0;1453;15.0;98.5;3
6;137;1;1;5;15;12;10;1;0;1559;30.0;154.1;3
0;123;2;1;4;5;5;8;12;0;1672;15.0;123.7;3
0;145;0;3;5;5;5;10;3;0;2921;1.2;2.2;2
4;112;0;2;4;5;5;7;1;0;1726;30.0;210.9;3
5;120;0;3;5;10;7;8;3;0;1839;10.0;33.8;3
0;98;0;3;5;5;5;7;3;0;1633;20.0;14.2;0
0;115;1;4;5;5;5;8;4;0;1724;2.5;0.6;0
0;115;1;3;4;5;5;12;1;1;1731;110.0;444.1;3
0;136;1;1;5;10;8;8;3;0;1021;16.0;134.6;3
0;132;1;4;5;15;5;12;3;0;1334;30.0;216.8;3
5;93;1;4;6;5;5;10;1;0;1772;15.0;125.2;3
6;106;0;2;5;10;8;7;3;0;1293;2.0;33.6;3
3;156;1;1;5;5;5;10;3;0;1411;31.0;134.1;3
4;105;1;2;4;5;5;12;1;0;885;93.0;481.8;3
5;116;1;4;5;10;5;15;1;0;1218;25.0;129.2;3
6;107;2;3;5;10;10;15;4;0;1258;15.0;34.1;3
3;108;1;4;5;10;8;10;2;0;1516;40.0;332.5;3
0;104;2;1;4;5;7;7;14;0;2969;20.0;1.2;0
5;128;1;0;0;10;5;8;7;0;1804;2.5;7.8;3
6;120;1;1;5;10;10;10;5;0;1029;6.0;8.6;1
3;105;1;2;5;10;8;12;3;0;1394;20.0;86.0;3
3;104;1;4;5;10;5;10;15;0;1689;70.0;329.8;3
0;113;1;0;0;10;5;10;1;0;1617;25.0;40.9;2
5;118;1;1;5;5;5;13;3;0;1393;11.0;10.0;0
0;95;1;2;3;10;5;10;4;0;2054;16.0;93.3;3
5;129;1;0;0;5;5;12;5;0;1431;30.0;102.6;3
1;93;2;1;2;5;5;8;12;0;1428;16.0;46.7;3
0;112;1;3;5;5;5;8;5;0;1439;6.5;57.5;3
6;147;1;1;5;10;5;10;5;0;1950;48.0;207.5;3
0;78;1;4;5;5;5;5;15;0;2235;4.0;205.8;3
3;100;1;0;0;5;5;10;15;0;1455;60.0;124.6;3
5;99;0;4;3;5;5;8;1;0;2245;0.2;14.5;3
0;202;1;1;5;10;7;10;12;0;1139;33.0;48.2;1
0;114;0;3;5;5;5;5;3;0;1456;4.0;11.2;3
0;172;1;3;5;5;5;10;2;0;1729;4.0;0.2;0
0;149;0;4;3;5;5;5;3;0;1695;32.0;11.5;0
0;101;0;1;4;5;5;7;1;0;2288;1.1;9.1;3
0;106;1;1;5;5;5;10;3;0;1256;36.0;12.5;0
5;125;1;1;5;5;5;12;3;0;1191;26.0;206.7;3
6;141;0;4;3;5;5;13;3;0;1581;47.0;3.6;0
6;165;1;3;4;10;10;10;3;0;2012;4.0;48.1;3
0;133;1;3;4;5;8;7;1;0;1692;27.0;115.2;3
4;113;1;1;5;10;10;10;4;0;1980;13.0;23.1;2
0;129;1;1;5;10;5;10;12;1;2070;18.0;23.4;1
5;94;1;4;5;10;7;15;12;0;2158;18.0;60.7;3
